work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,RURA_PP,Rura PP-R PN20 fi20,mb,2.50,"budget,norm",0,"Punkt wod-kan zuzywa srednio ~2.5 mb rury PP-R fi20 na podejscie cieplej/zimnej wody (zalozenie wykonawcze); karta systemu KAN-therm PP potwierdza dobor rury do punktu.","Точка вод-кан расходует в среднем ~2.5 пм трубы PP-R fi20 на подводку горячей/холодной воды (рабочее допущение); карта системы KAN-therm PP подтверждает подбор трубы для точки.",expert,KAN-therm PP — karta systemu + zalozenie wykonawcze,https://fr.kan-therm.com/system/system-kan-therm-pp,"karta systemu KAN-therm PP; norma ilosciowa ~2.5 mb/punkt - zalozenie wykonawcze"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,KSZTALTKI_PP,Kształtki PP-R zgrzewane (kolano/mufa/trójnik),szt,4.00,"budget,norm",0,"Na jeden punkt wodny przypada srednio ~4 ksztaltki PP-R (kolana/mufy/trojnik) do zgrzania trasy; zalozenie wykonawcze zgodne z katalogiem ksztaltek KAN-therm.","На одну водяную точку приходится в среднем ~4 фитинга PP-R (колена/муфты/тройник) для сварки трассы; рабочее допущение согласно каталогу фитингов KAN-therm.",expert,KAN-therm PP — katalog ksztaltek + zalozenie wykonawcze,https://onninen.pl/ro/serie/kan-therm-pp/latura:2,"katalog ksztaltek PP-R; ~4 szt/punkt - zalozenie wykonawcze"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,RURA_KANALIZACYJNA_PVC,Rura kanalizacyjna PVC-U fi50,mb,1.50,"budget,norm,lux",0,"Podejscie kanalizacyjne punktu (umywalka/prysznic) zuzywa ~1.5 mb rury PVC-U fi50; karta Wavin KG potwierdza rure kielichowa do podejsc.","Канализационная подводка точки (умывальник/душ) расходует ~1.5 пм трубы PVC-U fi50; карта Wavin KG подтверждает раструбную трубу для подводок.",expert,Wavin KG PVC-U — karta produktu + zalozenie wykonawcze,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"karta Wavin KG fi50; ~1.5 mb/punkt - zalozenie wykonawcze"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,KSZTALTKI_KANALIZACYJNE,Kształtki kanalizacyjne PVC (kolano/trójnik/redukcja),szt,3.00,"budget,norm,lux",0,"Podejscie kan. punktu zuzywa ~3 ksztaltki PVC (kolano/trojnik/redukcja) do podlaczenia do pionu; zalozenie wykonawcze wg katalogu Wavin KG.","Канализационная подводка точки расходует ~3 фитинга PVC (колено/тройник/переход) для подключения к стояку; рабочее допущение по каталогу Wavin KG.",expert,Wavin KG PVC-U — katalog ksztaltek + zalozenie wykonawcze,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"katalog ksztaltek Wavin KG; ~3 szt/punkt - zalozenie wykonawcze"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,USZCZELNIENIE_GWINTU,Taśma teflonowa PTFE,szt,1.00,"budget,norm",0,"Uszczelnienie polaczen gwintowanych punktu zuzywa ~1 porcje tasmy teflonowej PTFE na punkt; material zuzywalny (zalozenie wykonawcze).","Уплотнение резьбовых соединений точки расходует ~1 порцию ленты ФУМ на точку; расходный материал (рабочее допущение).",expert,Praktyka wykonawcza (material uszczelniajacy zuzywalny),https://www.leroymerlin.pl,"zalozenie eksperckie ~1 szt/punkt; SKU tasmy PTFE"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,RURA_PEX,Rura PEX/Al/PEX fi16,mb,2.50,"norm,lux",0,"Wariant norm/lux; punkt wodny zuzywa ~2.5 mb rury PEX/Al fi16 na podejscie; katalog KAN-therm potwierdza rure wielowarstwowa do punktow.","Вариант norm/lux; водяная точка расходует ~2.5 пм трубы PEX/Al fi16 на подводку; каталог KAN-therm подтверждает многослойную трубу для точек.",expert,KAN-therm — katalog rur wielowarstwowych + zalozenie wykonawcze,https://fr.kan-therm.com/,"katalog rur PEX/Al KAN-therm; ~2.5 mb/punkt - zalozenie wykonawcze"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,KSZTALTKI_PEX,Kształtki zaciskowe PEX/Al (kolano/trójnik),szt,4.00,"norm,lux",0,"Wariant norm/lux; punkt wodny zuzywa ~4 zlaczki zaciskowe PEX/Al do polaczenia trasy; zalozenie wykonawcze wg katalogu KAN-therm.","Вариант norm/lux; водяная точка расходует ~4 пресс-фитинга PEX/Al для соединения трассы; рабочее допущение по каталогу KAN-therm.",expert,KAN-therm — katalog zlaczek zaciskowych + zalozenie wykonawcze,https://onninen.pl/ro/serie/kan-therm-pp/latura:2,"katalog zlaczek zaciskowych; ~4 szt/punkt - zalozenie wykonawcze"
3.01,Punkt wod-kan bez wkucia - nowy / relokacja,szt,construction,USZCZELNIENIE_GWINTU,Pakuły lniane + pasta uszczelniająca,szt,1.00,"norm,lux",0,"Wariant norm/lux; trwale uszczelnienie polaczen gwintowanych punktu zuzywa ~1 porcje pakul z pasta; material zuzywalny (zalozenie wykonawcze).","Вариант norm/lux; надёжное уплотнение резьбовых соединений точки расходует ~1 порцию льна с пастой; расходный материал (рабочее допущение).",expert,Praktyka wykonawcza (material uszczelniajacy zuzywalny),https://www.leroymerlin.pl,"zalozenie eksperckie ~1 szt/punkt; SKU pakuly+pasta"
3.02,Likwidacja (zaślepienie) punktu hydrauliki istniejącego,szt,construction,ZASLEPKA,Korek mosiężny gwintowany,szt,1.00,"budget,norm,lux",0,"Likwidacja punktu wody polega na zaslepieniu ~1 korkiem mosieznym gwintowanym na przylacze; norma minimalna (zalozenie wykonawcze).","Ликвидация водяной точки сводится к глушению ~1 латунной резьбовой заглушкой на подводку; минимальная норма (рабочее допущение).",expert,Praktyka wykonawcza (zaslepienie punktu),https://www.leroymerlin.pl,"zalozenie eksperckie ~1 szt/punkt; SKU korek mosiezny"
3.02,Likwidacja (zaślepienie) punktu hydrauliki istniejącego,szt,construction,ZASLEPKA,Zaślepka/korek kanalizacyjny PVC,szt,1.00,"budget,norm,lux",0,"Likwidacja podejscia kanalizacyjnego polega na zaslepieniu ~1 korkiem PVC; norma minimalna (zalozenie wykonawcze), katalog Wavin KG potwierdza korki.","Ликвидация канализационной подводки сводится к глушению ~1 пробкой PVC; минимальная норма (рабочее допущение), каталог Wavin KG подтверждает пробки.",expert,Wavin KG — katalog zaslepek + zalozenie wykonawcze,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"katalog korkow Wavin KG; ~1 szt/punkt - zalozenie wykonawcze"
