work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
10.01,Posadzka cementowa,m2,construction,JASTRYCH_CEMENTOWY,Jastrych cementowy Weber floor 4610 25kg,kg,20.00,budget,0,"Posadzka cementowa gr. ~10 mm zuzywa ~20 kg/m2 jastrychu; anchor Excela Weber floor 20 kg na 10 mm pogodzony z karta producenta.","Цементный пол толщиной ~10 мм расходует ~20 кг/м2 стяжки; якорь Excel Weber floor 20 кг на 10 мм согласован с картой производителя.",excel,Excel Matrix v3.0 Oferta,,"wiersz 10.01 arkusza Oferta, kolumna Weber floor ~20 kg/10mm"
10.01,Posadzka cementowa,m2,construction,JASTRYCH_CEMENTOWY,Jastrych cementowy Atlas Postar 80 25kg,kg,20.00,"norm,lux",0,"Wariant norm/lux; posadzka cementowa ~10 mm zuzywa ~20 kg/m2 jastrychu Atlas Postar 80 wg zuzycia ~20 kg/m2/10 mm z karty.","Вариант norm/lux; цементный пол ~10 мм расходует ~20 кг/м2 стяжки Atlas Postar 80 по расходу ~20 кг/м2/10 мм из карты.",producer_tds,Atlas Postar 80 — Karta produktu,https://www.atlas.com.pl/produkt/postar-80/,"sekcja Zuzycie (~20 kg/m2 na 10 mm)"
10.02,Wylewka wyrównująca samopoziomująca,m2,construction,WYLEWKA_SAMOPOZIOMUJACA,Wylewka samopoziomująca Atlas SAM 200 25kg,kg,5.10,"budget,norm",0,"Wylewka wyrownujaca gr. ~3 mm zuzywa ~5.1 kg/m2 (1.7 kg/m2/mm x 3 mm); anchor Excela wylewka 1.7 kg/mm z karty Atlas SAM 200.","Выравнивающая стяжка ~3 мм расходует ~5.1 кг/м2 (1.7 кг/м2/мм x 3 мм); якорь Excel вылевка 1.7 кг/мм из карты Atlas SAM 200.",excel,Excel Matrix v3.0 Oferta,,"wiersz 10.02 arkusza Oferta, kolumna wylewka ~1.7 kg/mm"
10.02,Wylewka wyrównująca samopoziomująca,m2,construction,WYLEWKA_SAMOPOZIOMUJACA,Wylewka samopoziomująca Ceresit CN 76 25kg,kg,5.10,lux,0,"Wariant lux; wylewka samopoziomujaca Ceresit CN 76 gr. ~3 mm ~5.1 kg/m2 wg zuzycia ~1.7 kg/m2/mm z karty producenta.","Вариант lux; самовыравнивающаяся стяжка Ceresit CN 76 ~3 мм ~5.1 кг/м2 по расходу ~1.7 кг/м2/мм из карты производителя.",producer_tds,Ceresit CN 76 — Karta produktu,https://www.ceresit.pl/pl/produkty/podlogi/masy-samopoziomujace.html,"sekcja Zuzycie (~1.7 kg/m2 na 1 mm)"
10.03,Obniżenie poziomu posadzek szlifowanie do 5mm,m2,construction,PAPIER_SCIERNY,Papier ścierny do szlifierek arkusz gr.40,szt,0.60,budget,0,"Obnizenie posadzki szlifowaniem do 5 mm zuzywa gruby material scierny ~0.6 arkusza gr.40 na m2 (praca maszynowa scierna, nie filler).","Понижение пола шлифованием до 5 мм расходует грубый абразив ~0.6 листа зерно 40 на м2 (машинная абразивная работа, не шпаклёвка).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.6 arkusza/m2; SKU papieru gr.40"
10.03,Obniżenie poziomu posadzek szlifowanie do 5mm,m2,construction,PAPIER_SCIERNY,Siatka ścierna arkusz gr.80,szt,0.60,"norm,lux",0,"Wariant norm/lux; obnizenie posadzki do 5 mm ~0.6 arkusza siatki gr.80 na m2 do rownego zebrania warstwy (material zuzywalny).","Вариант norm/lux; понижение пола до 5 мм ~0.6 листа сетки зерно 80 на м2 для равномерного съёма слоя (расходный материал).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.6 arkusza/m2; SKU siatki gr.80"
10.04,Szlifowanie posadzek przygotowanie do klejenia,m2,construction,PAPIER_SCIERNY,Papier ścierny do szlifierek arkusz gr.40,szt,0.25,budget,0,"Szlifowanie posadzki pod klejenie zuzywa ~0.25 arkusza papieru gr.40 na m2 (zmatowienie powierzchni, material zuzywalny).","Шлифование пола под приклеивание расходует ~0.25 листа бумаги зерно 40 на м2 (матование поверхности, расходный материал).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.25 arkusza/m2; SKU papieru gr.40"
10.04,Szlifowanie posadzek przygotowanie do klejenia,m2,construction,PAPIER_SCIERNY,Siatka ścierna arkusz gr.80,szt,0.25,"norm,lux",0,"Wariant norm/lux; przygotowanie posadzki do klejenia ~0.25 arkusza siatki gr.80 na m2 (zmatowienie pod klej).","Вариант norm/lux; подготовка пола под приклеивание ~0.25 листа сетки зерно 80 на м2 (матование под клей).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.25 arkusza/m2; SKU siatki gr.80"
10.05,Gruntowanie gruntem podkładowym,m2,construction,GRUNT_UNIWERSALNY,Grunt podkładowy Ceresit CT 17 (odp.),l,0.15,budget,0,"Gruntowanie posadzki zuzywa ~0.15 l/m2 gruntu podkladowego; anchor Excela grunt CT17 0.15 l pogodzony z zuzyciem ~0.1-0.2 l/m2.","Грунтование пола расходует ~0.15 л/м2 грунта-подложки; якорь Excel грунт CT17 0.15 л согласован с расходом ~0.1-0.2 л/м2.",excel,Excel Matrix v3.0 Oferta,,"wiersz 10.05 arkusza Oferta, kolumna Grunt CT17 0.15 l"
10.05,Gruntowanie gruntem podkładowym,m2,construction,GRUNT_UNIWERSALNY,Grunt podkładowy Atlas Uni-Grunt,l,0.15,"norm,lux",0,"Wariant norm/lux; gruntowanie posadzki ~0.15 l/m2; karta Atlas Uni-Grunt podaje 0.05-0.2 l/m2 na warstwe, wartosc miesci sie w zakresie.","Вариант norm/lux; грунтование пола ~0.15 л/м2; карта Atlas Uni-Grunt указывает 0.05-0.2 л/м2 на слой, значение в пределах диапазона.",producer_tds,Atlas Uni-Grunt — Karta techniczna,https://cdn.shopify.com/s/files/1/0916/9050/0443/files/pl_9532_20240506_095608.pdf,"sekcja Zuzycie (0.05-0.2 l/m2 na warstwe)"
