work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
5.01,"Relokacja skrzynki TS (demontaż starej, wnęka, montaż nowej)",kpl,construction,GIPS_SZYBKOWIAZACY,Gips szybkowiążący do osadzeń 5kg,kg,1.50,"budget,norm,lux",0,"Relokacja skrzynki wymaga wykucia nowej wnęki i osadzenia obudowy - ~1.5 kg gipsu szybkowiążącego na komplet do zamocowania i zatynkowania krawędzi (założenie eksperckie).","Релокация щитка требует выборки новой ниши и посадки корпуса - ~1.5 кг быстротвердеющего гипса на комплект для фиксации и заделки кромок (экспертное допущение).",expert,Zalozenie eksperckie (brak normy Excel/KNR dla relokacji skrzynki),,"zalozenie eksperckie ~1.5 kg/kpl; osadzenie skrzynki TS we wnece"
5.02,Relokacja skrzynki TS (przełączanie),kpl,construction,KABEL_ELEKTRYCZNY,Przewód YDYp 3x2.5 750V,mb,2.00,"budget,norm,lux",0,"Przełączanie skrzynki bez nowej wnęki - zużywa ~2 mb przewodu YDYp 3x2.5 na przedłużenie/przepięcie obwodów zasilających (założenie eksperckie).","Перекоммутация щитка без новой ниши - расходует ~2 пм кабеля YDYp 3x2.5 на удлинение/перекоммутацию питающих цепей (экспертное допущение).",expert,Zalozenie eksperckie (brak normy Excel/KNR),,"zalozenie eksperckie ~2 mb/kpl przewodu na przepiecia"
5.03,Kanał podtynkowy kablowy w ścianie z bloczków,mb,construction,KABEL_ELEKTRYCZNY,Przewód YDYp 3x1.5 750V,mb,1.00,budget,0,"Kanał kablowy prowadzi 1 mb przewodu na 1 mb trasy; YDYp 3x1.5 do obwodów oświetlenia w ścianie z bloczków, wariant budżetowy.","Кабельный канал ведёт 1 пм провода на 1 пм трассы; YDYp 3x1.5 для цепей освещения в стене из блоков, бюджетный вариант.",retail,YDYp 450/750V — karta katalogowa (Elektrokabel),https://www.aks-zielonka.pl/ydyp-450-750v/,"karta YDYp 3x1.5, przelicznik 1 mb kabla / 1 mb kanalu"
5.03,Kanał podtynkowy kablowy w ścianie z bloczków,mb,construction,KABEL_ELEKTRYCZNY,Przewód YDYp 3x2.5 750V,mb,1.00,"norm,lux",0,"Wariant norm/lux; kanał w bloczkach prowadzi 1 mb przewodu YDYp 3x2.5 na 1 mb trasy dla obwodów gniazd o większym przekroju.","Вариант norm/lux; канал в блоках ведёт 1 пм кабеля YDYp 3x2.5 на 1 пм трассы для цепей розеток с большим сечением.",retail,YDYp 450/750V — karta katalogowa (Elektrokabel),https://www.aks-zielonka.pl/ydyp-450-750v/,"karta YDYp 3x2.5, przelicznik 1 mb kabla / 1 mb kanalu"
5.03,Kanał podtynkowy kablowy w ścianie z bloczków,mb,construction,PESZEL_RURKA,Peszel karbowany RL fi16,mb,1.00,"budget,norm,lux",0,"Przewód w kanale prowadzony w peszlu RL fi16 - 1 mb rurki osłonowej na 1 mb trasy kablowej w bloczkach.","Провод в канале ведётся в гофре RL fi16 - 1 пм защитной трубы на 1 пм кабельной трассы в блоках.",retail,Elektro-Plast rurki instalacyjne (Castorama),https://www.castorama.pl/s/rurka?Marka=Elektro-Plast,"katalog rurka RL fi16, przelicznik 1 mb peszla / 1 mb kanalu"
5.03,Kanał podtynkowy kablowy w ścianie z bloczków,mb,construction,GIPS_SZYBKOWIAZACY,Gips szybkowiążący do osadzeń 5kg,kg,0.80,budget,0,"Zatynkowanie kanału kablowego w bloczkach zużywa ~0.8 kg gipsu szybkowiążącego na mb bruzdy (bloczek miękki, płytsza bruzda).","Заделка кабельного канала в блоках расходует ~0.8 кг быстротвердеющего гипса на пм штробы (блок мягкий, штроба мельче).",expert,Zalozenie eksperckie (zatynkowanie bruzdy kablowej),,"zalozenie eksperckie ~0.8 kg/mb gipsu w bloczkach"
5.03,Kanał podtynkowy kablowy w ścianie z bloczków,mb,construction,ZAPRAWA_MONTAZOWA,Zaprawa montażowa szybkowiążąca 25kg,kg,0.90,"norm,lux",0,"Wariant norm/lux; zatynkowanie kanału w bloczkach zaprawą szybkowiążącą ~0.9 kg/mb bruzdy.","Вариант norm/lux; заделка канала в блоках быстротвердеющим раствором ~0.9 кг/пм штробы.",producer_tds,Atlas zaprawa montazowa — Karta produktu,https://www.atlas.com.pl,"karta zaprawa montazowa, zuzycie ~0.9 kg/mb waskiej bruzdy"
5.04,Kanał podtynkowy kablowy w ścianie z żelbetu,mb,construction,KABEL_ELEKTRYCZNY,Przewód YDYp 3x1.5 750V,mb,1.00,budget,0,"Kanał w żelbecie prowadzi 1 mb przewodu YDYp 3x1.5 na 1 mb trasy, wariant budżetowy obwodów oświetlenia.","Канал в железобетоне ведёт 1 пм кабеля YDYp 3x1.5 на 1 пм трассы, бюджетный вариант цепей освещения.",retail,YDYp 450/750V — karta katalogowa (Elektrokabel),https://www.aks-zielonka.pl/ydyp-450-750v/,"karta YDYp 3x1.5, przelicznik 1 mb kabla / 1 mb kanalu"
5.04,Kanał podtynkowy kablowy w ścianie z żelbetu,mb,construction,KABEL_ELEKTRYCZNY,Przewód YDYp 3x2.5 750V,mb,1.00,"norm,lux",0,"Wariant norm/lux; kanał w żelbecie prowadzi 1 mb przewodu YDYp 3x2.5 na 1 mb trasy dla obwodów gniazd.","Вариант norm/lux; канал в железобетоне ведёт 1 пм кабеля YDYp 3x2.5 на 1 пм трассы для цепей розеток.",retail,YDYp 450/750V — karta katalogowa (Elektrokabel),https://www.aks-zielonka.pl/ydyp-450-750v/,"karta YDYp 3x2.5, przelicznik 1 mb kabla / 1 mb kanalu"
5.04,Kanał podtynkowy kablowy w ścianie z żelbetu,mb,construction,PESZEL_RURKA,Peszel karbowany RL fi16,mb,1.00,"budget,norm,lux",0,"Przewód w kanale żelbetowym prowadzony w peszlu RL fi16 - 1 mb rurki na 1 mb trasy kablowej.","Провод в железобетонном канале ведётся в гофре RL fi16 - 1 пм трубы на 1 пм кабельной трассы.",retail,Elektro-Plast rurki instalacyjne (Castorama),https://www.castorama.pl/s/rurka?Marka=Elektro-Plast,"katalog rurka RL fi16, przelicznik 1 mb peszla / 1 mb kanalu"
