work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
4.01,Zawory kątowe,szt,construction,TASMA_TEFLONOWA,Taśma teflonowa uszczelniająca 12mm x 12m,szt,0.10,"budget,norm",0,"Montaż zaworu kątowego zużywa ~0.1 rolki taśmy teflonowej na uszczelnienie gwintu (jedno przyłącze); wartość ekspercka, materiał zużywalny.","Монтаж углового вентиля расходует ~0.1 рулона тефлоновой ленты на уплотнение резьбы (одно подключение); экспертное значение, расходный материал.",expert,Praktyka wykonawcza (uszczelnienie gwintu),https://fachowiec.com/sklep/products/9309702_tasma_teflonowa_12m_x_12mm_x_0.1mm_miditape,"założenie eksperckie ~0.1 rolki/szt; SKU taśmy teflonowej 12mm"
4.01,Zawory kątowe,szt,construction,TASMA_TEFLONOWA,Taśma teflonowa gruba do gwintów 19mm x 15m,szt,0.10,lux,0,"Wariant lux; montaż zaworu kątowego zużywa ~0.1 rolki grubej taśmy teflonowej na uszczelnienie gwintu; wartość ekspercka.","Вариант lux; монтаж углового вентиля расходует ~0.1 рулона толстой тефлоновой ленты на уплотнение резьбы; экспертное значение.",expert,Praktyka wykonawcza (uszczelnienie gwintu),https://www.leroymerlin.pl/hydraulika/uszczelnienia-hydrauliczne,"założenie eksperckie ~0.1 rolki/szt; SKU taśmy grubej"
4.01,Zawory kątowe,szt,construction,USZCZELKI,Uszczelka gumowa/zestaw uszczelek do przyłączy,szt,1.00,"budget,norm,lux",0,"Podłączenie zaworu kątowego zużywa ~1 uszczelkę na przyłącze (nakrętka/wężyk); wartość ekspercka, materiał zużywalny.","Подключение углового вентиля расходует ~1 прокладку на подключение (гайка/подводка); экспертное значение, расходный материал.",expert,Praktyka wykonawcza (uszczelnienie połączenia),https://www.tycner.com.pl/pl/c/Uszczelki/56,"założenie eksperckie ~1 szt/szt; SKU uszczelki Tycner"
4.02,Przycisk WC,szt,construction,USZCZELKI,Uszczelka gumowa/zestaw uszczelek do przyłączy,szt,1.00,"budget,norm,lux",0,"Montaż przycisku WC (ramka + przycisk na stelaż) zużywa ~1 uszczelkę/element pasujący na komplet; wartość ekspercka.","Монтаж кнопки WC (рамка + кнопка на инсталляцию) расходует ~1 прокладку/подгоночный элемент на комплект; экспертное значение.",expert,Praktyka wykonawcza (montaż przycisku),https://www.tycner.com.pl/pl/c/Uszczelki/56,"założenie eksperckie ~1 szt/szt; SKU uszczelki Tycner"
4.03,Miska WC wisząca,szt,construction,SILIKON_SANITARNY,Silikon sanitarny octowy Den Braven (310ml),szt,0.50,budget,0,"Montaż końcowy miski wiszącej na stelaż zużywa ~0.5 kartusza silikonu sanitarnego na fugę styku z płytką; wartość ekspercka.","Финишный монтаж подвесной чаши на инсталляцию расходует ~0.5 картриджа санитарного силикона на шов примыкания к плитке; экспертное значение.",expert,Praktyka wykonawcza (uszczelnienie styku),https://www.den-braven.pl/silikon-sanitarny-500,"założenie eksperckie ~0.5 szt/szt; SKU silikonu Den Braven"
4.03,Miska WC wisząca,szt,construction,SILIKON_SANITARNY,Silikon sanitarny Soudal Silirub S (300ml),szt,0.50,"norm,lux",0,"Wariant norm/lux; montaż miski wiszącej zużywa ~0.5 kartusza silikonu Silirub S na fugę przyłączeniową; wartość ekspercka.","Вариант norm/lux; монтаж подвесной чаши расходует ~0.5 картриджа силикона Silirub S на примыкающий шов; экспертное значение.",expert,Praktyka wykonawcza (uszczelnienie styku),https://www.soudal.at/pro/produkte/dichtstoffe/silikon/silirub-s,"założenie eksperckie ~0.5 szt/szt; SKU Soudal Silirub S"
4.03,Miska WC wisząca,szt,construction,USZCZELKI,Uszczelka gumowa/zestaw uszczelek do przyłączy,szt,1.00,"budget,norm,lux",0,"Podłączenie odpływu/mankietu miski wiszącej zużywa ~1 uszczelkę na komplet; wartość ekspercka, materiał zużywalny.","Подключение слива/манжеты подвесной чаши расходует ~1 прокладку на комплект; экспертное значение, расходный материал.",expert,Praktyka wykonawcza (uszczelnienie odpływu),https://www.tycner.com.pl/pl/c/Uszczelki/56,"założenie eksperckie ~1 szt/szt; SKU uszczelki Tycner"
4.04,Miska WC stojąca,szt,construction,SILIKON_SANITARNY,Silikon sanitarny octowy Den Braven (310ml),szt,0.60,budget,0,"Montaż miski stojącej zużywa ~0.6 kartusza silikonu sanitarnego na fugę wokół stopy miski; wartość ekspercka.","Монтаж напольной чаши расходует ~0.6 картриджа санитарного силикона на шов вокруг основания чаши; экспертное значение.",expert,Praktyka wykonawcza (uszczelnienie stopy miski),https://www.den-braven.pl/silikon-sanitarny-500,"założenie eksperckie ~0.6 szt/szt; SKU silikonu Den Braven"
4.04,Miska WC stojąca,szt,construction,SILIKON_SANITARNY,Silikon sanitarny Soudal Silirub S (300ml),szt,0.60,"norm,lux",0,"Wariant norm/lux; montaż miski stojącej zużywa ~0.6 kartusza silikonu Silirub S na fugę wokół stopy; wartość ekspercka.","Вариант norm/lux; монтаж напольной чаши расходует ~0.6 картриджа силикона Silirub S на шов вокруг основания; экспертное значение.",expert,Praktyka wykonawcza (uszczelnienie stopy miski),https://www.soudal.at/pro/produkte/dichtstoffe/silikon/silirub-s,"założenie eksperckie ~0.6 szt/szt; SKU Soudal Silirub S"
4.04,Miska WC stojąca,szt,construction,KOLKI_SRUBY_MONTAZOWE,Zestaw montażowy kołki + śruby do ceramiki (kpl),szt,1.00,"budget,norm,lux",0,"Miska stojąca mocowana do posadzki ~1 zestawem kołków i śrub do ceramiki na komplet; wartość ekspercka.","Напольная чаша крепится к полу ~1 комплектом дюбелей и винтов для керамики на комплект; экспертное значение.",expert,Praktyka wykonawcza (mocowanie ceramiki),https://www.castorama.pl/produkty/instalacje/hydraulika,"założenie eksperckie ~1 szt/szt; SKU zestawu montażowego"
