name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Rura PP-R PN20 fi20,Труба PP-R PN20 fi20,RURA_PP,Kan,PSB Mrówka,"budget,norm",mb,PLN,4.20,6.49,5.28,https://fr.kan-therm.com/system/system-kan-therm-pp,"karta systemu KAN-therm PP, rura PP-R do instalacji cieplej i zimnej wody, cena netto orientacyjna za mb","Rura polipropylenowa PP-R PN20 fi20 do zgrzewania, podstawowa rura punktu wodnego w instalacji podtynkowej, wariant budzetowo-normowy.","Полипропиленовая труба PP-R PN20 fi20 под сварку, базовая труба водяной точки в скрытой разводке, бюджетно-нормовый вариант."
Rura PEX/Al/PEX fi16,Труба PEX/Al/PEX fi16,RURA_PEX,Kan,Onninen,"norm,lux",mb,PLN,6.10,9.49,7.72,https://fr.kan-therm.com/,"katalog KAN-therm rury wielowarstwowe PE-Xc/Al, cena netto orientacyjna za mb","Rura wielowarstwowa PEX/Al/PEX fi16 z wkladka aluminiowa, stabilna forma i mniejsza rozszerzalnosc, wariant norm/lux do punktow wodnych.","Многослойная труба PEX/Al/PEX fi16 с алюминиевым слоем, стабильная форма и меньшее расширение, вариант norm/lux для водяных точек."
Kształtki PP-R zgrzewane (kolano/mufa/trójnik),Фитинги PP-R под сварку (колено/муфта/тройник),KSZTALTKI_PP,Kan,Onninen,"budget,norm",szt,PLN,2.10,3.29,2.67,https://onninen.pl/ro/serie/kan-therm-pp/latura:2,"katalog Onninen KAN-therm PP, ksztaltki PP-R zgrzewane, cena netto orientacyjna za szt","Ksztaltki PP-R (kolana, mufy, trojniki, redukcje) do zgrzewania rur PP, zuzywane przy kazdym punkcie wodnym, wariant budzetowo-normowy.","Фитинги PP-R (колена, муфты, тройники, переходы) под сварку труб PP, расходуются на каждой водяной точке, бюджетно-нормовый вариант."
Kształtki zaciskowe PEX/Al (kolano/trójnik),Пресс-фитинги PEX/Al (колено/тройник),KSZTALTKI_PEX,Kan,Onninen,"norm,lux",szt,PLN,7.80,12.29,9.99,https://onninen.pl/ro/serie/kan-therm-pp/latura:2,"katalog Onninen KAN-therm zlaczki zaciskowe/press do rur wielowarstwowych, cena netto orientacyjna za szt","Zlaczki zaciskowe/press do rur PEX/Al fi16, montaz bez zgrzewania, wariant norm/lux przy punktach wodnych.","Пресс-/обжимные фитинги для труб PEX/Al fi16, монтаж без сварки, вариант norm/lux на водяных точках."
Rura kanalizacyjna PVC-U fi50,Канализационная труба PVC-U fi50,RURA_KANALIZACYJNA_PVC,Wavin,POL-PLUS,"budget,norm,lux",mb,PLN,7.40,11.49,9.34,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"karta produktu Wavin KG PVC-U (rura kanalizacyjna), cena netto orientacyjna za mb dla fi50","Rura kanalizacyjna PVC-U fi50 z uszczelka kielichowa do podejsc umywalki/prysznica, standard rynku PL.","Канализационная труба PVC-U fi50 с раструбным уплотнением для подводок умывальника/душа, стандарт польского рынка."
Rura kanalizacyjna PVC-U fi110,Канализационная труба PVC-U fi110,RURA_KANALIZACYJNA_PVC,Wavin,POL-PLUS,"budget,norm,lux",mb,PLN,16.90,26.49,21.54,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"karta produktu Wavin KG PVC-U DN110 (rura kanalizacyjna), cena netto orientacyjna za mb","Rura kanalizacyjna PVC-U fi110 do podejscia miski WC i pionu, standard rynku PL, we wszystkich pakietach.","Канализационная труба PVC-U fi110 для подводки унитаза и стояка, стандарт польского рынка, во всех пакетах."
Kształtki kanalizacyjne PVC (kolano/trójnik/redukcja),Канализационные фитинги PVC (колено/тройник/переход),KSZTALTKI_KANALIZACYJNE,Wavin,POL-PLUS,"budget,norm,lux",szt,PLN,3.60,5.69,4.63,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"katalog Wavin KG ksztaltki PVC (kolana/trojniki/redukcje), cena netto orientacyjna za szt","Ksztaltki kanalizacyjne PVC (kolana, trojniki, redukcje) fi50/110 do podejsc odplywowych przy kazdym punkcie kan.","Канализационные фитинги PVC (колена, тройники, переходы) fi50/110 для отводных подводок на каждой канализационной точке."
Uchwyt/obejma do rur z wkładką gumową,Хомут/крепёж для труб с резиновой вкладкой,UCHWYT_OBEJMA,Kan,Castorama,"budget,norm,lux",szt,PLN,1.10,1.79,1.46,https://plastbor.com/uchwyty-do-rur-pp/,"katalog uchwytow do rur PP/kanalizacji, obejma z wkladka gumowa, cena netto orientacyjna za szt","Obejma montazowa z wkladka gumowa do mocowania rur PP i kanalizacyjnych w bruzdach/na scianie, zuzywana wzdluz trasy rury.","Монтажный хомут с резиновой вкладкой для крепления труб PP и канализации в штробах/на стене, расходуется вдоль трассы трубы."
Taśma teflonowa PTFE,Лента ФУМ (PTFE),USZCZELNIENIE_GWINTU,Tycner,Leroy Merlin,"budget,norm",szt,PLN,1.40,2.19,1.78,https://www.leroymerlin.pl,"katalog Leroy Merlin tasma teflonowa PTFE, cena netto orientacyjna za rolke (przeliczono na szt uzycia)","Tasma teflonowa PTFE do uszczelniania polaczen gwintowanych baterii i przylaczy, material zuzywalny na punkt.","Лента ФУМ (PTFE) для уплотнения резьбовых соединений смесителей и подводок, расходный материал на точку."
Pakuły lniane + pasta uszczelniająca,Лён сантехнический + уплотнительная паста,USZCZELNIENIE_GWINTU,Tycner,PSB Mrówka,"norm,lux",szt,PLN,2.30,3.59,2.92,https://www.leroymerlin.pl,"katalog PSB/LM pakuly lniane + pasta (Unipak/odp.), cena netto orientacyjna za porcje na punkt","Pakuly lniane z pasta uszczelniajaca do trwalego uszczelnienia polaczen gwintowanych, wariant norm/lux, porcja na punkt.","Сантехнический лён с уплотнительной пастой для надёжного уплотнения резьбовых соединений, вариант norm/lux, порция на точку."
Zaprawa montażowa szybkowiążąca 25kg,Монтажный быстротвердеющий раствор 25кг,ZAPRAWA_MONTAZOWA,Atlas,PSB Mrówka,"budget,norm,lux",kg,PLN,1.20,1.89,1.54,https://www.atlas.com.pl,"karta produktu Atlas zaprawa montazowa/szybkosprawna, worek 25 kg, cena netto orientacyjna za kg","Szybkowiazaca zaprawa cementowa do osadzenia odplywow liniowych i stabilizacji stelazy oraz wykonania spadkow, standard PL.","Быстротвердеющий цементный раствор для посадки линейных трапов, стабилизации инсталляций и устройства уклонов, стандарт польского рынка."
Zaprawa tynkarska cementowo-wapienna 25kg,Штукатурный цементно-известковый раствор 25кг,ZAPRAWA_TYNKARSKA,Atlas,Castorama,"budget,norm,lux",kg,PLN,0.85,1.35,1.10,https://www.atlas.com.pl,"karta produktu Atlas zaprawa tynkarska cem-wap, worek 25 kg, cena netto orientacyjna za kg","Zaprawa tynkarska cementowo-wapienna do zatynkowania bruzd po ulozeniu rur, zuzycie ~1.5-2 kg/mb bruzdy, standard PL.","Цементно-известковый штукатурный раствор для заделки штроб после укладки труб, расход ~1.5-2 кг/пм штробы, стандарт польского рынка."
Klej montażowy poliuretanowy Soudal 290ml,Монтажный полиуретановый клей Soudal 290мл,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"norm,lux",szt,PLN,12.60,19.79,16.09,https://www.leroymerlin.pl,"katalog Leroy Merlin Soudal klej montazowy (Fix All/PU), kartusz 290 ml, cena netto orientacyjna za szt","Klej montazowy poliuretanowy Soudal do punktowego osadzania odplywow punktowych i drobnych elementow, wariant norm/lux.","Монтажный полиуретановый клей Soudal для точечной посадки точечных трапов и мелких элементов, вариант norm/lux."
Zaślepka/korek kanalizacyjny PVC,Заглушка/пробка канализационная PVC,ZASLEPKA,Wavin,POL-PLUS,"budget,norm,lux",szt,PLN,1.90,2.99,2.43,https://www.wavin.com/de-de/product/e57049e0-21ba-4622-a29b-d8d72acef588,"katalog Wavin KG zaslepki/korki PVC, cena netto orientacyjna za szt","Zaslepka/korek PVC do trwalego zaslepienia zlikwidowanego punktu hydrauliki lub podejscia grzejnika, we wszystkich pakietach.","Заглушка/пробка PVC для надёжного глушения ликвидируемой сантехнической точки или подводки радиатора, во всех пакетах."
Korek mosiężny gwintowany,Заглушка латунная резьбовая,ZASLEPKA,Tycner,Castorama,"budget,norm,lux",szt,PLN,3.10,4.89,3.98,https://www.leroymerlin.pl,"katalog LM/Castorama korek mosiezny gwintowany 1/2 3/4, cena netto orientacyjna za szt","Korek mosiezny gwintowany do zaslepienia gwintowanego przylacza wody przy likwidacji punktu, we wszystkich pakietach.","Латунная резьбовая заглушка для глушения резьбовой подводки воды при ликвидации точки, во всех пакетах."
Stelaż podtynkowy WC Geberit Duofix,Инсталляция скрытая для унитаза Geberit Duofix,STELAZ_PODTYNKOWY,Geberit,Onninen,"norm,lux",szt,PLN,520.00,799.00,649.59,https://catalog.geberit.de/de-DE/product/PRO_3933392,"karta produktu Geberit Duofix Sigma 112 cm, cena netto orientacyjna za komplet stelaza","Stelaz podtynkowy Geberit Duofix ze spluczka do miski WC wiszacej, wariant norm/lux, montaz w sciance instalacyjnej.","Скрытая инсталляция Geberit Duofix с бачком для подвесного унитаза, вариант norm/lux, монтаж в инсталляционной стене."
Stelaż podtynkowy WC TECEprofil,Инсталляция скрытая для унитаза TECEprofil,STELAZ_PODTYNKOWY,TECE,Onninen,budget,szt,PLN,430.00,659.00,535.77,https://www.tece.com/it/strutture-idrauliche/teceprofil/montaggio,"karta systemu TECEprofil modul WC, cena netto orientacyjna za komplet stelaza","Stelaz podtynkowy TECEprofil do miski WC wiszacej, wariant budzetowy o sprawdzonej konstrukcji modulowej.","Скрытая инсталляция TECEprofil для подвесного унитаза, бюджетный вариант с проверенной модульной конструкцией."
Odpływ liniowy prysznicowy TECEdrainline,Линейный душевой трап TECEdrainline,ODPLYW_LINIOWY,TECE,Onninen,"norm,lux",szt,PLN,340.00,529.00,430.08,https://www.tece.com/it/drenaggi/tecedrainprofile/montaggio,"karta produktu TECEdrainline/TECEdrainprofile odplyw liniowy, cena netto orientacyjna za komplet","Odplyw liniowy TECEdrainline do brodzika bezprogowego, osadzany w zaprawie ze spadkiem, wariant norm/lux.","Линейный трап TECEdrainline для безпорогового душа, устанавливается в растворе с уклоном, вариант norm/lux."
Odpływ punktowy prysznicowy,Точечный душевой трап,ODPLYW_PUNKTOWY,Tycner,Castorama,"budget,norm,lux",szt,PLN,68.00,105.00,85.37,https://www.leroymerlin.pl,"katalog LM/Castorama odplyw punktowy prysznicowy z syfonem, cena netto orientacyjna za komplet","Odplyw punktowy prysznicowy z syfonem i kratka, montaz kompletny w podlodze, we wszystkich pakietach.","Точечный душевой трап с сифоном и решёткой, комплектный монтаж в полу, во всех пакетах."
Bateria umywalkowa podtynkowa dwupunktowa,Смеситель для умывальника скрытого монтажа,BATERIA_PODTYNKOWA,Geberit,Onninen,"norm,lux",szt,PLN,290.00,449.00,365.04,https://catalog.geberit.de/de-DE/product/PRO_3933392,"katalog baterii podtynkowych, cena netto orientacyjna za czesc podtynkowa (dwupunktowa)","Bateria umywalkowa/bidetowa podtynkowa dwupunktowa - czesc montowana w scianie, wariant norm/lux.","Смеситель для умывальника/биде скрытого монтажа двухточечный - скрытая часть в стене, вариант norm/lux."
Bateria prysznicowa podtynkowa z deszczownicą (kpl),Душевой смеситель скрытый с тропическим душем (компл),BATERIA_PODTYNKOWA,Geberit,Onninen,"norm,lux",kpl,PLN,720.00,1119.00,909.76,https://catalog.geberit.de/de-DE/product/PRO_3933392,"katalog zestawow podtynkowych prysznicowych (deszczownica+sluchawka+sterownik), cena netto orientacyjna za kpl","Kompletny podtynkowy zestaw prysznicowy: deszczownica, sluchawka, sterownik - montaz w scianie, wariant norm/lux.","Комплектный скрытый душевой набор: тропический душ, лейка, переключатель - монтаж в стене, вариант norm/lux."
Tarcza do cięcia betonu/muru fi125,Диск по бетону/камню fi125,TARCZA_TNACA,Erbauer,Castorama,"budget,norm,lux",szt,PLN,9.80,15.29,12.43,https://www.castorama.pl,"katalog Castorama tarcza diamentowa do betonu fi125, cena netto orientacyjna za szt","Tarcza diamentowa fi125 do bruzdowania/wkuwania rur w murze i betonie, material zuzywalny, we wszystkich pakietach.","Алмазный диск fi125 для штробления/врезки труб в кладке и бетоне, расходный материал, во всех пакетах."
