work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
11.01,Przycięcie skrzydła drzwi (1 strona),szt,construction,OBRZEZE,Obrzeże okleiny brzegowej melamina rolka,szt,1,"budget,norm,lux",0,"Przyciecie 1 strony skrzydla wymaga oklejenia odslonietej krawedzi ~1 odcinkiem obrzeza melaminowego na sztuke (skrzydlo/oscieznica sa dostarczone przez klienta - materialem jest tylko okleina).","Подрезка 1 стороны полотна требует оклейки открытой кромки ~1 отрезком меламиновой кромки на штуку (полотно/коробка предоставлены клиентом - материал только кромка).",expert,Praktyka wykonawcza (obrzeze po docieciu skrzydla),,zalozenie eksperckie ~1 odcinek obrzeza/szt; SKU obrzeza melaminowego w katalogu
11.01,Przycięcie skrzydła drzwi (1 strona),szt,construction,PAPIER_SCIERNY,Papier ścierny arkusz gr.180,szt,0.5,"budget,norm,lux",0,"Wygladzenie przycietej krawedzi skrzydla zuzywa ~0.5 arkusza papieru gr.180 na sztuke; brzeszczot/tarcza to narzedzie eksperta (nie material zuzywalny).","Зачистка подрезанного края полотна расходует ~0.5 листа бумаги зерно 180 на штуку; полотно/диск - инструмент мастера (не расходный материал).",expert,Praktyka wykonawcza (material scierny zuzywalny),,zalozenie eksperckie ~0.5 arkusza gr.180/szt; SKU papieru gr.180
11.02,Drzwi ukryte - montaż ościeżnicy i skrzydła (do 2 m),kpl,construction,PIANA_MONTAZOWA,Piana montażowa niskorozprężna do drzwi Soudal Doors 750ml,szt,1,budget,0,"Montaz oscieznicy drzwi ukrytych do 2 m zuzywa ~1 puszke piany niskorozpreznej Soudal Doors na komplet - piana dedykowana do stolarki drzwiowej, ogranicza rozpieranie ramy.","Монтаж коробки скрытых дверей до 2 м расходует ~1 баллон низкорасширяемой пены Soudal Doors на комплект - пена для дверной столярки, ограничивает распор рамы.",producer_tds,Soudafoam Doors — Karta produktu,https://sasza.pasaz24.pl/product/PIANKA-PISTOLETOWA-SOUDAL-DOORS-NISKOPREZNA-s9637,"opis produktu, piana do montazu drzwi (obrobka po 0.5h)"
11.02,Drzwi ukryte - montaż ościeżnicy i skrzydła (do 2 m),kpl,construction,PIANA_MONTAZOWA,Piana montażowa niskorozprężna Tytan Professional 750ml,szt,1,"norm,lux",0,"Wariant norm/lux; montaz oscieznicy ~1 puszka piany niskorozpreznej Tytan na komplet, niskie rozprezanie chroni geometrie oscieznicy.","Вариант norm/lux; монтаж коробки ~1 баллон низкорасширяемой пены Tytan на комплект, низкий распор сохраняет геометрию коробки.",producer_tds,Tytan Professional piana niskoprężna — Karta techniczna,https://tytan.com/en/,"katalog piana pistoletowa niskoprezna 750ml, sekcja zastosowanie stolarka"
11.02,Drzwi ukryte - montaż ościeżnicy i skrzydła (do 2 m),kpl,construction,KLINY,Kliny montażowe do drzwi (komplet klinów),szt,8,"budget,norm,lux",0,"Ustawienie i unieruchomienie oscieznicy przed pianowaniem wymaga ~8 klinow montazowych na komplet drzwi do 2 m (po obu stojakach i naddrzwiu).","Установка и фиксация коробки перед запениванием требует ~8 монтажных клиньев на комплект двери до 2 м (по обеим стойкам и над проёмом).",expert,Praktyka wykonawcza (kliny do rozparcia oscieznicy),,zalozenie eksperckie ~8 klinow/kpl; SKU klinow montazowych
11.02,Drzwi ukryte - montaż ościeżnicy i skrzydła (do 2 m),kpl,construction,KOLKI,Kołek rozporowy ramowy Wkręt-Met,szt,8,"budget,norm,lux",0,"Mocowanie oscieznicy ukrytej w murze zuzywa ~8 kolkow ramowych z wkretem na komplet (4 na stojak) wg praktyki montazowej.","Крепление скрытой коробки в стене расходует ~8 рамных дюбелей с саморезом на комплект (4 на стойку) по монтажной практике.",expert,Praktyka wykonawcza (mocowanie oscieznicy w murze),,zalozenie eksperckie ~8 kolkow ramowych/kpl; SKU kolka ramowego
11.02,Drzwi ukryte - montaż ościeżnicy i skrzydła (do 2 m),kpl,construction,KLEJ_MONTAZOWY,Klej montażowy hybrydowy Soudal Fix All 290ml,szt,0.3,"budget,norm,lux",0,"Punktowe doklejenie i stabilizacja oscieznicy ukrytej zuzywa ~0.3 kartusza kleju hybrydowego Fix All na komplet.","Точечная подклейка и стабилизация скрытой коробки расходует ~0.3 картриджа гибридного клея Fix All на комплект.",producer_tds,Soudal Fix All — Karta produktu,https://www.soudal.com/nl-be/diy/producten/fix-all/fix-all/fix-all-high-tack,"opis produktu, klej hybrydowy SMX do punktowego montazu"
11.03,Drzwi ukryte - obróbka otworu,kpl,construction,AKRYL,Akryl malarski Den Braven 300ml,szt,0.5,"norm,lux",0,"Obrobka otworu drzwi ukrytych (do malowania) zuzywa ~0.5 kartusza akrylu malarskiego na komplet do wypelnienia szczelin i styku z tynkiem.","Обработка проёма скрытых дверей (под покраску) расходует ~0.5 картриджа малярного акрила на комплект для заполнения щелей и стыка со штукатуркой.",producer_tds,Den Braven Universal Acryl — Karta produktu,https://www.toolteam24.com/en-GB/catalog/den-braven-katalog-chemieprodukte-acryl-silikon-montagekleber-pu-schaum-Page-8-558.html,"karta Universal Acryl, sekcja zastosowanie (fugi/rysy do malowania)"
11.03,Drzwi ukryte - obróbka otworu,kpl,construction,AKRYL,Silikon sanitarny Den Braven 280ml,szt,0.4,budget,0,"Wariant budzetowy; obrobka otworu zuzywa ~0.4 kartusza masy uszczelniajacej na komplet (fallback do taniej masy Den Braven z pakietu budzetowego).","Бюджетный вариант; обработка проёма расходует ~0.4 картриджа герметика на комплект (fallback на дешёвую массу Den Braven из бюджетного пакета).",producer_tds,Den Braven silikon/akryl — Karta produktu,https://www.topepoxy.eu/en/acetic-silicones:den-braven/,"karta produktu, sekcja zastosowanie uszczelnianie styków"
11.03,Drzwi ukryte - obróbka otworu,kpl,construction,KLEJ_MONTAZOWY,Klej montażowy hybrydowy Soudal Fix All 290ml,szt,0.2,"budget,norm,lux",0,"Obrobka otworu zuzywa ~0.2 kartusza kleju hybrydowego do doklejenia opasek/listew wykonczeniowych otworu na komplet.","Обработка проёма расходует ~0.2 картриджа гибридного клея для подклейки наличников/планок проёма на комплект.",producer_tds,Soudal Fix All — Karta produktu,https://www.soudal.com/nl-be/diy/producten/fix-all/fix-all/fix-all-high-tack,"opis produktu, klej do listew i opasek"
11.03,Drzwi ukryte - obróbka otworu,kpl,construction,WKRETY,Wkręty do ościeżnic / montażowe Wkręt-Met,szt,4,"budget,norm,lux",0,"Obrobka otworu zuzywa ~4 wkrety montazowe na komplet do mocowania listew/opasek wykonczeniowych.","Обработка проёма расходует ~4 монтажных самореза на комплект для крепления планок/наличников.",expert,Praktyka wykonawcza (mocowanie listew otworu),,zalozenie eksperckie ~4 wkrety/kpl; SKU wkretu montazowego
11.04,Drzwi ukryte - malowanie skrzydła,kpl,finishing,FARBA,Farba lateksowa biała Śnieżka 1L,l,0.1,budget,0,"Malowanie skrzydla drzwi ukrytych zuzywa ~0.1 l farby na komplet: powierzchnia skrzydla dwustronnie ~0.45 m2 x 0.22 l/m2 (2 warstwy) w przeliczeniu na jedno skrzydlo wewnetrzne = ~0.1 l.","Покраска полотна скрытых дверей расходует ~0.1 л краски на комплект: площадь полотна двусторонне ~0.45 м2 x 0.22 л/м2 (2 слоя) в пересчёте на одно внутреннее полотно = ~0.1 л.",producer_tds,Śnieżka emulsja lateksowa — Karta techniczna (zużycie ~0.22 l/m2),https://www.sniezka.md/,"sekcja Zuzycie ~0.22 l/m2 przy dwukrotnym malowaniu"
11.04,Drzwi ukryte - malowanie skrzydła,kpl,finishing,FARBA,Farba lateksowa premium biała Dekoral 1L,l,0.1,"norm,lux",0,"Wariant norm/lux; malowanie skrzydla ~0.1 l premium farby lateksowej Dekoral na komplet (zuzycie ~0.2-0.22 l/m2, powierzchnia skrzydla ~0.45 m2 dwustronnie).","Вариант norm/lux; покраска полотна ~0.1 л премиум латексной краски Dekoral на комплект (расход ~0.2-0.22 л/м2, площадь полотна ~0.45 м2 двусторонне).",producer_tds,Dekoral farba lateksowa — Karta techniczna,https://domal.pl/produkt/dulux-easy-care-biala-25l/,"sekcja Wydajnosc/Zuzycie ~0.2-0.22 l/m2"
11.04,Drzwi ukryte - malowanie skrzydła,kpl,finishing,PODKLAD,Podkład akrylowy do drewna/MDF Śnieżka 1L,l,0.05,"norm,lux",0,"Wariant norm/lux; malowanie skrzydla poprzedza podklad akrylowy ~0.05 l na komplet dla poprawy przyczepnosci i krycia na MDF/drewnie.","Вариант norm/lux; покраске полотна предшествует акриловый грунт ~0.05 л на комплект для адгезии и укрывистости на МДФ/дереве.",producer_tds,Śnieżka podkład akrylowy do drewna — Karta produktu,https://www.sniezka.md/,"sekcja zastosowanie/gruntowanie pod farbe"
11.04,Drzwi ukryte - malowanie skrzydła,kpl,finishing,TASMA_MALARSKA,Taśma malarska 38mm rolka 50m,szt,0.1,"norm,lux",0,"Wariant norm/lux; zabezpieczenie okuc i oscieznicy przed malowaniem skrzydla zuzywa ~0.1 rolki tasmy malarskiej na komplet.","Вариант norm/lux; защита фурнитуры и коробки перед покраской полотна расходует ~0.1 рулона малярной ленты на комплект.",expert,Praktyka wykonawcza (zabezpieczenie tasma przed malowaniem),,zalozenie eksperckie ~0.1 rolki/kpl; SKU tasmy malarskiej 38mm
