name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Klej montażowy Tytan Professional Mocny Chwyt 290ml,Монтажный клей Tytan Professional 290мл,KLEJ_MONTAZOWY,Tytan,Castorama,budget,l,PLN,20.00,32.99,26.82,https://www.selena.pl/pl/produkty/klej-montazowy-mocny-chwyt-tytan-professional,"karta produktu Tytan Mocny Chwyt (kartusz 290 ml = 0.29 l), cena netto przeliczona z kartusza na 1 l","Uniwersalny klej montazowy Tytan do przyklejania parapetow, listew i akcesoriow do podloza; kartusz 0.29 l, wariant budget.","Универсальный монтажный клей Tytan для приклеивания подоконников, планок и аксессуаров к основанию; картридж 0.29 л, вариант budget."
Klej montażowy Soudal 300ml,Монтажный клей Soudal 300мл,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"norm,lux",l,PLN,22.00,36.00,29.27,https://www.soudal.pl,"karta produktu Soudal klej montazowy (kartusz 300 ml = 0.3 l), cena netto przeliczona z kartusza na 1 l","Klej montazowy Soudal o wysokiej sile poczatkowego chwytu do parapetow i listew przysufitowych, wariant norm/lux.","Монтажный клей Soudal с высокой начальной силой схватывания для подоконников и потолочных планок, вариант norm/lux."
Zaprawa montażowa szybkowiążąca 25kg,Монтажный быстротвердеющий раствор 25кг,ZAPRAWA_MONTAZOWA,Atlas,PSB Mrówka,budget,kg,PLN,1.20,1.89,1.54,https://www.atlas.com.pl,"karta produktu Atlas zaprawa montazowa/szybkosprawna, worek 25 kg, cena netto orientacyjna za kg","Szybkowiazaca zaprawa cementowa do osadzenia parapetu na podlozu mineralnym, wariant budget, standard PL.","Быстротвердеющий цементный раствор для посадки подоконника на минеральном основании, вариант budget, стандарт польского рынка."
Pianka montażowa poliuretanowa Soudal 750ml,Монтажная пена полиуретановая Soudal 750мл,PIANKA_MONTAZOWA,Soudal,OBI,"norm,lux",l,PLN,16.00,26.99,21.94,https://www.soudal.pl,"karta produktu Soudal piana pistoletowa 750 ml = 0.75 l, cena netto przeliczona z puszki na 1 l","Poliuretanowa pianka montazowa do podparcia i uszczelnienia parapetu oraz osadzenia wentylatora/kratki, puszka 0.75 l, wariant norm/lux.","Полиуретановая монтажная пена для подпора и уплотнения подоконника и посадки вентилятора/решётки, баллон 0.75 л, вариант norm/lux."
Silikon neutralny Soudal 300ml,Силикон нейтральный Soudal 300мл,SILIKON,Soudal,OBI,"budget,norm,lux",l,PLN,18.00,29.00,23.58,https://www.soudal.pl,"karta techniczna Soudal Silikon neutralny (kartusz 300 ml = 0.3 l), cena netto przeliczona z kartusza na 1 l","Neutralny silikon uszczelniajacy do wykonczenia styku parapetu/wentylatora ze sciana oraz uszczelnien AGD, kartusz 0.3 l.","Нейтральный герметизирующий силикон для отделки стыка подоконника/вентилятора со стеной и уплотнений бытовой техники, картридж 0.3 л."
Akryl malarski Soudal 300ml,Акрил малярный Soudal 300мл,AKRYL,Soudal,Castorama,"budget,norm,lux",l,PLN,7.90,12.29,9.99,https://www.soudal.com/pl-pl/diy/produkty/akryle,"karta produktu Soudal Akryl (kartusz 300 ml = 0.3 l), cena netto za kartusz","Elastyczny akryl malarski do wypelnienia styku listwy przysufitowej ze sciana/sufitem przed malowaniem, przemalowywalny, kartusz 0.3 l.","Эластичный малярный акрил для заделки стыка потолочной планки со стеной/потолком перед покраской, окрашиваемый, картридж 0.3 л."
Farba lateksowa biała Śnieżka Barwy Natury 5l,Латексная краска белая Śnieżka Barwy Natury,FARBA_DEKORACYJNA,Śnieżka,PSB Mrówka,"budget,norm,lux",l,PLN,9.80,15.19,12.35,https://www.sniezka.pl/produkty,"karta techniczna Śnieżka farba lateksowa, wydajnosc ~10 m2/l na warstwe, opak. 5 L, cena netto orientacyjna","Biala farba lateksowa do pomalowania listwy przysufitowej (blendy) po akrylowaniu, wydajnosc ~10 m2/l, standard PL.","Белая латексная краска для покраски потолочной планки (фальшкарниза) после заделки акрилом, укрывистость ~10 м2/л, стандарт польского рынка."
Wkręt montażowy z kołkiem 6x40,Винт монтажный с дюбелем 6x40,WKRET_KOLEK_MONTAZOWY,Erbauer,Leroy Merlin,"budget,norm,lux",szt,PLN,0.18,0.30,0.24,https://www.leroymerlin.pl,"katalog Leroy Merlin wkrety z kolkami rozporowymi 6x40, cena netto orientacyjna za 1 szt","Wkret z kolkiem rozporowym do mocowania karnisza, lustra, wentylatora, kratki i akcesoriow w podlozu, material zuzywalny liczony na sztuki.","Винт с распорным дюбелем для крепления карниза, зеркала, вентилятора, решётки и аксессуаров в основании, расходный материал, считается на штуки."
Klej do luster neutralny Soudal 290ml,Клей для зеркал нейтральный Soudal 290мл,KLEJ_DO_LUSTER,Soudal,Leroy Merlin,"budget,norm,lux",l,PLN,24.00,39.00,31.71,https://www.soudal.pl,"karta produktu Soudal klej do luster (neutralny, kartusz 290 ml = 0.29 l), cena netto przeliczona z kartusza na 1 l","Specjalny neutralny klej do luster nie uszkadzajacy powloki srebra, do montazu lustra lazienkowego/szkla, kartusz 0.29 l.","Специальный нейтральный клей для зеркал, не повреждающий серебряное покрытие, для монтажа зеркала/стекла, картридж 0.29 л."
Taśma dwustronna montażowa piankowa,Двусторонняя монтажная лента вспененная,TASMA_DWUSTRONNA,Tytan,Castorama,"norm,lux",m2,PLN,25.00,42.00,34.15,https://www.castorama.pl/s/tasma-dwustronna,"katalog Castorama tasma dwustronna montazowa piankowa, cena netto przeliczona na 1 m2 powierzchni klejenia","Mocna piankowa tasma dwustronna do wstepnego mocowania lustra/szkla przed zwiazaniem kleju, rozliczana po m2 przyklejenia.","Прочная вспененная двусторонняя лента для предварительной фиксации зеркала/стекла до схватывания клея, учитывается по м2 приклеивания."
